LINE,BLUE_GY,TESTER
10325,162.3337,209
10326,148.788526,209
10327,164.727902,209
10328,150.5765278,209
10329,151.9259,209
10330,154.9249236,209
10331,150.5898179,209
10332,156.5427614,209
10333,152.2230398,209
10334,156.9803818,209
10335,168.6474005,209
10336,163.1697811,209
10337,156.8676842,209
10338,162.2541661,209
10339,162.9541352,209
10340,164.040755,209
10341,144.0091712,209
10342,163.4665409,209
10343,160.4184369,209
10344,169.6722749,209
10345,163.8189306,209
10346,161.3986514,209
10347,156.1159266,209
10348,139.5891044,209
10349,171.4760491,209
10350,144.1268725,209
10351,147.9759567,209
10352,161.6448975,209
10353,155.9422367,209
10354,145.0922232,209
10355,162.645005,209
10356,149.201381,209
10357,152.1797288,209
10358,163.0130911,209
10359,157.0399617,209
10360,170.1372137,209
10361,165.5648259,209
10362,166.6982626,209
10363,156.3310416,209
10364,153.6991659,209
10365,163.1935514,209
10366,148.9415232,209
10367,161.7583929,209
10368,158.9989229,209
10369,164.6806529,209
10370,163.9055045,209
10371,167.7402772,209
10372,144.9803097,209
10373,127.2642198,209
10374,151.7988652,209
10375,170.431375,209
10376,146.061408,209
10377,142.0261411,209
10379,146.2899975,209
10380,149.1120706,209
10381,161.4089341,209
10382,160.0985005,209
10383,152.7882575,209
10384,145.9608341,209
10385,158.38,209
10386,152.6233879,209
10387,150.8425,209
10388,149.5634238,209
10389,145.8593549,209
10390,139.8147931,209
10391,135.4621086,209
10392,146.8436106,209
10393,162.9504841,209
10394,143.0630408,209
10395,164.0809347,209
10396,144.7596118,209
10397,161.0921798,209
10398,140.7934238,209
10399,142.2184269,209
10400,172.5646189,209
10401,163.2675566,209
10402,148.3069839,209
10403,166.9534896,209
10404,161.2885469,209
10405,149.760835,209
10406,164.9452002,209
10407,161.9587846,209
10408,134.2393016,209
10409,141.5469549,209
10410,172.87,209
10411,142.6552356,209
10412,147.3221904,209
10413,171.3472603,209
10414,152.5707348,209
10415,139.8246121,209
10416,144.6347989,209
10417,153.1656528,209
10418,180.6957736,209
10419,149.5863874,209
10420,121.8914414,209
10421,161.781379,209
10422,147.1875516,209
10423,151.2093861,209
10424,154.0451381,209
10425,148.4558468,209
10426,152.9028326,209
10427,177.9833573,209
10428,164.0960854,209
10429,176.0090874,209
10430,169.8803915,209
10431,122.7603915,209
10432,154.0853915,209
10433,130.0103915,209
10434,134.7003915,209
10435,157.0458068,209
10436,142.5403915,209
10437,141.9189565,209
10438,147.8753915,209
10439,163.7203915,209
10440,150.010466,209
10441,168.7503915,209
10442,140.6630946,209
10443,171.9503915,209
10444,147.0753915,209
10445,131.500466,209
10446,145.2103915,209
10447,148.2253915,209
10448,168.5053915,209
10449,106.140466,209
10450,158.7803915,209
10451,136.3903915,209
10452,159.0403915,209
10453,128.8125,209
10454,132.575,209
10455,149.16,209
10456,131.09,209
10457,130.8975,209
10458,143.61,209
10459,155.7975,209
