En,NUM,ENTRY,REP,k,ER,PH,GY
2,4871,NEC139,2,NEC1392,0.67,14.8,.
2,5257,NEC139,3,NEC1393,0.67,23.6,.
2,4577,NEC140,1,NEC1401,0.67,26.6,.
2,4858,NEC140,2,NEC1402,0.89,23.32,.
2,5397,NEC140,3,NEC1403,0.78,25,.
2,4578,NEC141,1,NEC1411,0.89,24.8,.
2,4827,NEC141,2,NEC1412,0.78,19.6,.
2,5158,NEC141,3,NEC1413,0.89,27.8,.
2,4579,NEC142,1,NEC1421,0.78,16.6,.
2,4997,NEC142,2,NEC1422,0.78,16.4,.
2,5220,NEC142,3,NEC1423,0.33,16.33,.
2,4580,NEC143,1,NEC1431,0.33,14.67,.
2,4969,NEC143,2,NEC1432,0.44,14.75,.
2,5332,NEC143,3,NEC1433,0.22,15,.
2,4581,NEC144,1,NEC1441,0.89,20.6,.
2,4819,NEC144,2,NEC1442,1,21.76,.
2,5226,NEC144,3,NEC1443,0.89,20,.
2,4582,NEC145,1,NEC1451,0.44,10.23,.
2,4829,NEC145,2,NEC1452,0.67,16.04,.
2,5408,NEC145,3,NEC1453,0.56,24.2,.
2,4583,NEC146,1,NEC1461,0.67,20.4,.
2,4930,NEC146,2,NEC1462,0.89,22.4,.
2,5124,NEC146,3,NEC1463,1,18.8,.
2,4584,NEC147,1,NEC1471,0.67,18.8,.
2,4898,NEC147,2,NEC1472,0.67,31.8,.
2,5156,NEC147,3,NEC1473,0.67,24.8,.
2,4585,NEC149,1,NEC1491,0.78,17.2,.
2,5069,NEC149,2,NEC1492,0.78,17.8,.
2,5145,NEC149,3,NEC1493,0.67,20.8,.
2,4586,NEC150,1,NEC1501,1,18.4,.
2,4805,NEC150,2,NEC1502,0.89,20.5,.
2,5415,NEC150,3,NEC1503,0.78,26.6,.
2,4587,NEC153,1,NEC1531,1,21.2,.
2,4953,NEC153,2,NEC1532,0.78,21.2,.
2,5228,NEC153,3,NEC1533,1,26.6,.
2,4588,NEC154,1,NEC1541,0.67,18.1,.
2,5062,NEC154,2,NEC1542,1,22.2,.
2,5178,NEC154,3,NEC1543,0.78,18,.
2,4589,NEC156,1,NEC1561,1,18.8,.
2,5010,NEC156,2,NEC1562,0.89,24.4,.
2,5294,NEC156,3,NEC1563,1,18.6,.
2,4590,NEC157,1,NEC1571,0.89,21.8,.
2,4901,NEC157,2,NEC1572,0.78,26,.
2,5353,NEC157,3,NEC1573,0.78,32.2,.
2,4591,NEC158,1,NEC1581,0.89,20.2,.
2,4959,NEC158,2,NEC1582,0.78,20,.
2,5283,NEC158,3,NEC1583,0.78,22,.
2,4592,NEC159,1,NEC1591,0.56,13.8,.
2,5090,NEC159,2,NEC1592,0.44,28,.
2,5189,NEC159,3,NEC1593,0.78,29.8,.
2,4593,NEC160,1,NEC1601,0.78,20,.
2,4913,NEC160,2,NEC1602,0.56,15.2,.
2,5238,NEC160,3,NEC1603,0.67,18.8,.
2,4594,NEC161,1,NEC1611,0.56,21.8,.
2,5045,NEC161,2,NEC1612,0.33,22,.
2,5267,NEC161,3,NEC1613,0.56,26.8,.
2,4595,NEC162,1,NEC1621,0.89,18,.
2,5023,NEC162,2,NEC1622,0.56,22.2,.
2,5385,NEC162,3,NEC1623,0.67,23,.
2,4596,NEC163,1,NEC1631,0.89,12.8,.
2,5027,NEC163,2,NEC1632,0.78,16.7,.
2,5167,NEC163,3,NEC1633,0.78,15,.
2,4597,NEC164,1,NEC1641,0.78,17.8,.
2,4916,NEC164,2,NEC1642,0.89,19.2,.
2,5215,NEC164,3,NEC1643,0.56,22.4,.
2,4598,NEC165,1,NEC1651,0.78,20,.
2,4958,NEC165,2,NEC1652,0.78,29.6,.
2,5166,NEC165,3,NEC1653,1,23.6,.
2,4599,NEC166,1,NEC1661,0.67,19.6,.
2,4852,NEC166,2,NEC1662,0.89,21.72,.
2,5279,NEC166,3,NEC1663,0.78,22.2,.
2,4600,NEC167,1,NEC1671,0.56,17.48,.
2,4912,NEC167,2,NEC1672,0.56,19.8,.
2,5401,NEC167,3,NEC1673,0.89,19.4,.
2,4601,NEC168,1,NEC1681,0.67,15.4,.
2,4811,NEC168,2,NEC1682,0.33,21.83,.
2,5369,NEC168,3,NEC1683,0.56,19.2,.
2,4602,NEC169,1,NEC1691,1,14.4,.
2,4961,NEC169,2,NEC1692,0.78,18.6,.
2,5203,NEC169,3,NEC1693,1,25.8,.
2,4603,NEC170,1,NEC1701,0.89,19,.
2,4881,NEC170,2,NEC1702,0.89,27,.
2,5110,NEC170,3,NEC1703,0.56,27.6,.
2,4604,NEC172,1,NEC1721,0.67,16.2,.
2,4914,NEC172,2,NEC1722,0.44,23.25,.
2,5132,NEC172,3,NEC1723,0.44,14.75,.
2,4605,NEC173,1,NEC1731,0.78,19.8,.
2,5022,NEC173,2,NEC1732,0.56,26,.
2,5234,NEC173,3,NEC1733,0.89,25,.
2,4606,NEC174,1,NEC1741,0.78,19.1,.
2,4998,NEC174,2,NEC1742,0.56,24.8,.
2,5327,NEC174,3,NEC1743,0.44,16,.
2,4607,NEC176,1,NEC1761,1,20.8,.
2,4855,NEC176,2,NEC1762,1,15.4,.
2,5191,NEC176,3,NEC1763,0.89,25,.
2,4608,NEC177,1,NEC1771,0.33,15.67,.
2,5058,NEC177,2,NEC1772,0.67,26.4,.
2,5362,NEC177,3,NEC1773,1,21,.
2,4609,NEC180,1,NEC1801,1,19.6,.
2,5026,NEC180,2,NEC1802,0.89,19.2,.
2,5375,NEC180,3,NEC1803,0.67,18.2,.
2,4610,NEC181,1,NEC1811,0.67,15.6,.
2,4908,NEC181,2,NEC1812,0.56,21.2,.
2,5396,NEC181,3,NEC1813,0.44,19.75,.
2,4611,NEC182,1,NEC1821,0.56,18.4,.
2,4798,NEC182,2,NEC1822,0.78,18.8,.
2,5322,NEC182,3,NEC1823,0.78,26,.
2,4612,NEC183,1,NEC1831,0.67,13.2,.
2,4978,NEC183,2,NEC1832,0.56,19.6,.
2,5180,NEC183,3,NEC1833,0.22,16.5,.
2,4613,NEC184,1,NEC1841,1,26,.
2,5054,NEC184,2,NEC1842,1,21.1,.
2,5240,NEC184,3,NEC1843,0.67,24.4,.
2,4614,NEC187,1,NEC1871,0.89,19.4,.
2,5101,NEC187,2,NEC1872,0.67,26,.
2,5223,NEC187,3,NEC1873,0.44,19.25,.
2,4615,NEC188,1,NEC1881,0.67,21,.
2,4900,NEC188,2,NEC1882,0.78,16.2,.
2,5139,NEC188,3,NEC1883,0.56,26,.
2,4616,NEC189,1,NEC1891,0.56,12.4,.
2,4962,NEC189,2,NEC1892,0.67,18.8,.
2,5210,NEC189,3,NEC1893,0.67,17.2,.
2,4617,NEC192,1,NEC1921,0.89,15.4,.
2,4789,NEC192,2,NEC1922,0.67,17.2,.
2,5229,NEC192,3,NEC1923,1,15.6,.
2,4618,NEC194,1,NEC1941,0.56,23.6,.
2,5088,NEC194,2,NEC1942,0.89,30.8,.
2,5245,NEC194,3,NEC1943,1,27.8,.
2,4619,NEC196,1,NEC1961,0.78,14.6,.
2,5019,NEC196,2,NEC1962,0.67,16.2,.
2,5117,NEC196,3,NEC1963,0.89,16.2,.
2,4620,NEC197,1,NEC1971,0.56,17.8,.
2,4965,NEC197,2,NEC1972,0.56,24.2,.
2,5244,NEC197,3,NEC1973,0.67,26.8,.
2,4621,NEC198,1,NEC1981,0.89,20.1,.
2,5030,NEC198,2,NEC1982,0.89,12.8,.
2,5286,NEC198,3,NEC1983,0.89,20.2,.
2,4622,NEC199,1,NEC1991,0.56,26,.
2,5049,NEC199,2,NEC1992,0.89,30.6,.
2,5305,NEC199,3,NEC1993,0.78,37.2,.
2,4623,NEC200,1,NEC2001,0.89,13.6,.
2,4842,NEC200,2,NEC2002,0.89,21.6,.
2,5182,NEC200,3,NEC2003,0.56,20.6,.
2,4624,NEC201,1,NEC2011,0.56,12.8,.
2,4809,NEC201,2,NEC2012,0.78,15.5,.
2,5113,NEC201,3,NEC2013,0.56,20.2,.
2,4625,NEC202,1,NEC2021,0.56,12.9,.
2,4870,NEC202,2,NEC2022,0.89,15,.
2,5190,NEC202,3,NEC2023,0.78,23.4,.
2,4626,NEC203,1,NEC2031,0.67,13.6,.
2,5042,NEC203,2,NEC2032,0.89,13.3,.
2,5394,NEC203,3,NEC2033,0.89,15.4,.
2,4627,NEC204,1,NEC2041,1,19,.
2,5051,NEC204,2,NEC2042,0.89,20,.
2,5325,NEC204,3,NEC2043,1,16.4,.
2,4628,NEC205,1,NEC2051,1,21.6,.
2,4973,NEC205,2,NEC2052,0.56,21,.
2,5222,NEC205,3,NEC2053,1,22.6,.
2,4629,NEC206,1,NEC2061,0.33,6.83,.
2,4857,NEC206,2,NEC2062,0.56,9.6,.
2,5125,NEC206,3,NEC2063,0.33,9.33,.
2,4630,NEC207,1,NEC2071,1,28.6,.
2,4869,NEC207,2,NEC2072,1,19,.
2,5341,NEC207,3,NEC2073,0.89,22.8,.
2,4631,NEC208,1,NEC2081,0.22,16.5,.
2,5011,NEC208,2,NEC2082,0,0,.
2,5106,NEC208,3,NEC2083,0.22,13,.
2,4632,NEC209,1,NEC2091,0.78,22,.
2,5100,NEC209,2,NEC2092,0.89,31.2,.
2,5346,NEC209,3,NEC2093,0.89,35,.
2,4633,NEC210,1,NEC2101,0.89,22.1,.
2,4810,NEC210,2,NEC2102,0.89,21.4,.
2,5259,NEC210,3,NEC2103,0.89,20.8,.
2,4634,NEC211,1,NEC2111,0.78,10.8,.
2,4936,NEC211,2,NEC2112,0.56,10.4,.
2,5172,NEC211,3,NEC2113,0.67,17.6,.
2,4635,NEC212,1,NEC2121,0.56,18.3,.
2,5017,NEC212,2,NEC2122,0.67,19.2,.
2,5391,NEC212,3,NEC2123,0.44,18.5,.
2,4636,NEC213,1,NEC2131,1,13.6,.
2,5065,NEC213,2,NEC2132,0.89,8.6,.
2,5221,NEC213,3,NEC2133,0.67,10.4,.
2,4637,NEC215,1,NEC2151,0.89,9.6,.
2,4946,NEC215,2,NEC2152,0.56,11.2,.
2,5309,NEC215,3,NEC2153,0.67,17.2,.
2,4638,NEC216,1,NEC2161,0.44,22.5,.
2,4992,NEC216,2,NEC2162,0.44,26,.
2,5364,NEC216,3,NEC2163,0.89,21.2,.
2,4639,NEC217,1,NEC2171,1,22.8,.
2,5098,NEC217,2,NEC2172,1,27.4,.
2,5264,NEC217,3,NEC2173,0.67,23.4,.
2,4640,NEC218,1,NEC2181,0.78,21.6,.
2,4938,NEC218,2,NEC2182,1,20.6,.
2,5171,NEC218,3,NEC2183,0.78,19.8,.
2,4641,NEC220,1,NEC2201,0.56,19.8,.
2,5097,NEC220,2,NEC2202,0.89,25.6,.
2,5291,NEC220,3,NEC2203,0.78,24.02,.
2,4642,NEC221,1,NEC2211,0.89,22,.
2,5009,NEC221,2,NEC2212,0.56,22.4,.
2,5177,NEC221,3,NEC2213,0.67,22.8,.
2,4643,NEC222,1,NEC2221,0.33,20.33,.
2,4791,NEC222,2,NEC2222,0.44,19,.
2,5147,NEC222,3,NEC2223,0.44,18.5,.
2,4644,NEC223,1,NEC2231,0.78,24.4,.
2,4993,NEC223,2,NEC2232,0.67,20.8,.
2,5387,NEC223,3,NEC2233,0.67,25,.
2,4645,NEC225,1,NEC2251,0.89,26.6,.
2,5073,NEC225,2,NEC2252,1,19,.
2,5225,NEC225,3,NEC2253,0.56,21.8,.
2,4646,NEC227,1,NEC2271,0.33,25.33,.
2,5079,NEC227,2,NEC2272,0.44,21.75,.
2,5216,NEC227,3,NEC2273,0.33,30,.
2,4647,NEC228,1,NEC2281,1,27.5,.
2,5040,NEC228,2,NEC2282,0.67,31,.
2,5064,NEC228,2,NEC2282,1,17.8,.
2,5406,NEC228,3,NEC2283,1,26.8,.
2,4648,NEC230,1,NEC2301,0.78,21.5,.
2,5032,NEC230,2,NEC2302,0.89,17.6,.
2,5303,NEC230,3,NEC2303,0.67,19.4,.
2,4649,NEC231,1,NEC2311,0.78,27.2,.
2,4859,NEC231,2,NEC2312,0.67,13,.
2,5144,NEC231,3,NEC2313,0.78,20.6,.
2,4650,NEC232,1,NEC2321,0.89,31.16,.
2,4883,NEC232,2,NEC2322,0.67,24.4,.
2,5310,NEC232,3,NEC2323,0.44,24.25,.
2,4651,NEC233,1,NEC2331,0.44,17,.
2,4966,NEC233,2,NEC2332,0.78,13.7,.
2,5136,NEC233,3,NEC2333,0.33,13,.
2,4652,NEC234,1,NEC2341,0.22,10.5,.
2,4986,NEC234,2,NEC2342,0,#DIV/0!,.
2,5204,NEC234,3,NEC2343,0.33,22.33,.
2,4653,NEC236,1,NEC2361,1,19.8,.
2,4793,NEC236,2,NEC2362,0.67,17.8,.
2,5299,NEC236,3,NEC2363,0.78,25.2,.
2,4654,NEC237,1,NEC2371,0.78,20,.
2,4830,NEC237,2,NEC2372,0.78,18,.
2,5199,NEC237,3,NEC2373,0.78,28,.
2,4655,NEC238,1,NEC2381,0.89,20.8,.
2,4920,NEC238,2,NEC2382,0.44,15.75,.
2,5135,NEC238,3,NEC2383,0.89,24.4,.
2,4656,NEC240,1,NEC2401,0.78,20.8,.
2,4924,NEC240,2,NEC2402,0.78,21.4,.
2,5112,NEC240,3,NEC2403,0.56,21,.
2,4657,NEC241,1,NEC2411,0.78,24.6,.
2,4801,NEC241,2,NEC2412,0.78,29.2,.
2,5411,NEC241,3,NEC2413,0.78,23.8,.
2,4658,NEC242,1,NEC2421,1,20.4,.
2,4797,NEC242,2,NEC2422,0.89,26.9,.
2,5143,NEC242,3,NEC2423,0.89,30,.
2,4659,NEC243,1,NEC2431,1,20.8,.
2,5089,NEC243,2,NEC2432,0.78,23.6,.
2,5118,NEC243,3,NEC2433,0.67,23.4,.
2,4660,NEC244,1,NEC2441,0.67,12.2,.
2,4877,NEC244,2,NEC2442,0.89,12.6,.
2,5328,NEC244,3,NEC2443,0.67,18.6,.
2,4661,NEC245,1,NEC2451,0.11,10,.
2,4967,NEC245,2,NEC2452,0,0,.
2,5403,NEC245,3,NEC2453,0.33,12.33,.
2,4662,NEC246,1,NEC2461,0.89,21.9,.
2,4815,NEC246,2,NEC2462,1,24.8,.
2,5330,NEC246,3,NEC2463,0.89,16.2,.
2,4663,NEC247,1,NEC2471,0.89,22.6,.
2,4835,NEC247,2,NEC2472,0.89,18.58,.
2,5173,NEC247,3,NEC2473,0.67,21.6,.
2,4664,NEC248,1,NEC2481,0.67,16.5,.
2,4956,NEC248,2,NEC2482,1,18.2,.
2,5280,NEC248,3,NEC2483,0.67,17.2,.
2,4665,NEC249,1,NEC2491,0.89,22.8,.
2,5099,NEC249,2,NEC2492,0.67,24,.
2,5287,NEC249,3,NEC2493,0.67,26.6,.
2,4666,NEC250,1,NEC2501,0.89,30.7,.
2,5050,NEC250,2,NEC2502,0.67,22.2,.
2,5262,NEC250,3,NEC2503,0.44,17.25,.
2,4667,NEC251,1,NEC2511,0.67,22.6,.
2,4911,NEC251,2,NEC2512,0.67,20.4,.
2,5255,NEC251,3,NEC2513,0.67,27.2,.
2,4668,NEC252,1,NEC2521,1,22,.
2,4943,NEC252,2,NEC2522,0.89,24.4,.
2,5140,NEC252,3,NEC2523,0.44,23,.
2,4669,NEC253,1,NEC2531,1,33.6,.
2,4939,NEC253,2,NEC2532,0.78,20.3,.
2,5127,NEC253,3,NEC2533,0.56,23.4,.
2,4670,NEC254,1,NEC2541,0.67,30.4,.
2,5070,NEC254,2,NEC2542,0.56,20.2,.
2,5162,NEC254,3,NEC2543,0.89,21.2,.
2,4671,NEC255,1,NEC2551,0.89,20.4,.
2,4839,NEC255,2,NEC2552,0.78,16,.
2,5409,NEC255,3,NEC2553,0.22,26.5,.
2,4672,NEC256,1,NEC2561,0.89,16,.
2,4885,NEC256,2,NEC2562,0.67,21.4,.
2,5181,NEC256,3,NEC2563,0.67,19.2,.
2,4673,NEC257,1,NEC2571,1,21.8,.
2,4856,NEC257,2,NEC2572,0.89,23.2,.
2,5261,NEC257,3,NEC2573,0.89,21.4,.
2,4674,NEC258,1,NEC2581,0.33,18,.
2,4804,NEC258,2,NEC2582,0.44,21.75,.
2,5416,NEC258,3,NEC2583,3,5,.
2,4675,NEC259,1,NEC2591,0.44,26.5,.
2,4950,NEC259,2,NEC2592,0.89,26.2,.
2,5312,NEC259,3,NEC2593,0.78,28.2,.
2,4676,NEC262,1,NEC2621,0.78,18.6,.
2,5059,NEC262,2,NEC2622,0.56,27,.
2,5365,NEC262,3,NEC2623,0.44,22.25,.
2,4677,NEC263,1,NEC2631,0.67,20.2,.
2,4922,NEC263,2,NEC2632,1,22.6,.
2,5266,NEC263,3,NEC2633,0.89,26.6,.
2,4678,NEC264,1,NEC2641,0.78,13.4,.
2,5081,NEC264,2,NEC2642,0.56,15.25,.
2,5131,NEC264,3,NEC2643,0.67,14.8,.
2,4679,NEC265,1,NEC2651,0.78,16.8,.
2,5036,NEC265,2,NEC2652,0.67,19,.
2,5200,NEC265,3,NEC2653,0.56,17.4,.
2,4680,NEC266,1,NEC2661,0.56,9.6,.
2,5083,NEC266,2,NEC2662,0.33,16.67,.
2,5242,NEC266,3,NEC2663,0.44,15,.
2,4681,NEC267,1,NEC2671,0.67,17.8,.
2,4817,NEC267,2,NEC2672,1,18.5,.
2,5161,NEC267,3,NEC2673,1,18.6,.
2,5389,NEC268,3,NEC2683,0.89,23.4,.
2,4682,NEC268,1,NEC2681,0.33,11.67,.
2,5024,NEC268,2,NEC2682,0.33,11,.
2,5231,NEC268,3,NEC2683,0.44,13.5,.
2,4683,NEC270,1,NEC2701,0.78,16.4,.
2,4909,NEC270,2,NEC2702,0.44,21.25,.
2,5195,NEC270,3,NEC2703,0.78,25,.
2,4684,NEC272,1,NEC2721,0.89,18.8,.
2,4876,NEC272,2,NEC2722,0.67,18.2,.
2,5160,NEC272,3,NEC2723,1,23.4,.
2,4685,NEC273,1,NEC2731,1,26.8,.
2,4843,NEC273,2,NEC2732,1,25,.
2,5179,NEC273,3,NEC2733,0.78,22,.
2,4686,NEC274,1,NEC2741,0.78,15.8,.
2,4991,NEC274,2,NEC2742,0.89,27.8,.
2,5196,NEC274,3,NEC2743,0.89,22.6,.
2,4687,NEC275,1,NEC2751,0.89,24.2,.
2,4875,NEC275,2,NEC2752,0.78,16,.
2,5120,NEC275,3,NEC2753,0.78,26,.
2,4688,NEC276,1,NEC2761,0.78,19.3,.
2,4880,NEC276,2,NEC2762,0.67,16.4,.
2,5329,NEC276,3,NEC2763,0.78,11.4,.
2,4689,NEC277,1,NEC2771,1,16.8,.
2,4848,NEC277,2,NEC2772,0.22,16.5,.
2,5130,NEC277,3,NEC2773,0.78,14.8,.
2,4690,NEC278,1,NEC2781,0.56,6.8,.
2,4853,NEC278,2,NEC2782,0.89,22.6,.
2,5249,NEC278,3,NEC2783,0.89,30.8,.
2,4691,NEC279,1,NEC2791,1,27.8,.
2,4988,NEC279,2,NEC2792,0.67,32.4,.
2,5133,NEC279,3,NEC2793,0.78,22.6,.
2,4692,NEC280,1,NEC2801,1,19.5,.
2,4887,NEC280,2,NEC2802,0.78,18.8,.
2,5269,NEC280,3,NEC2803,1,22,.
2,4693,NEC281,1,NEC2811,0.56,18.2,.
2,4995,NEC281,2,NEC2812,0.44,22,.
2,5224,NEC281,3,NEC2813,0.56,20.4,.
2,4694,NEC282,1,NEC2821,0.89,19.8,.
2,4814,NEC282,2,NEC2822,0.89,22.4,.
2,5104,NEC282,3,NEC2823,0.67,28.6,.
2,4695,NEC283,1,NEC2831,1,22.6,.
2,4964,NEC283,2,NEC2832,0.67,22.1,.
2,5318,NEC283,3,NEC2833,0.89,27.2,.
2,4696,NEC284,1,NEC2841,1,15.8,.
2,4807,NEC284,2,NEC2842,0.67,22.9,.
2,5367,NEC284,3,NEC2843,0.67,21.8,.
2,4697,NEC285,1,NEC2851,0.78,15,.
2,5236,NEC285,3,NEC2853,0.67,20.6,.
2,4698,NEC286,1,NEC2861,0.78,23.3,.
2,4931,NEC286,2,NEC2862,0.56,21.4,.
2,5163,NEC286,3,NEC2863,1,23.2,.
2,4699,NEC287,1,NEC2871,0.78,17.8,.
2,4894,NEC287,2,NEC2872,0.44,18,.
2,5281,NEC287,3,NEC2873,1,31.2,.
2,4700,NEC288,1,NEC2881,0.33,22.7,.
2,4850,NEC288,2,NEC2882,0.78,24.06,.
2,5326,NEC288,3,NEC2883,0.78,23.8,.
2,4701,NEC289,1,NEC2891,0.78,17,.
2,4816,NEC289,2,NEC2892,0.78,21.6,.
2,5372,NEC289,3,NEC2893,0.67,20,.
2,4702,NEC290,1,NEC2901,0.67,21,.
2,4948,NEC290,2,NEC2902,0.89,17.6,.
2,5208,NEC290,3,NEC2903,0.89,30.2,.
2,4703,NEC291,1,NEC2911,0.78,19.8,.
2,4792,NEC291,2,NEC2912,0.44,16.5,.
2,5297,NEC291,3,NEC2913,0.67,16.4,.
2,4704,NEC292,1,NEC2921,0.44,19.5,.
2,4897,NEC292,2,NEC2922,0.67,17.8,.
2,5194,NEC292,3,NEC2923,0.67,24.6,.
2,4705,NEC295,1,NEC2951,0.67,14,.
2,4862,NEC295,2,NEC2952,0.78,14,.
2,5345,NEC295,3,NEC2953,0.89,16.8,.
2,4706,NEC296,1,NEC2961,1,24.2,.
2,4926,NEC296,2,NEC2962,0.67,12.6,.
2,5300,NEC296,3,NEC2963,0.67,17.4,.
2,4707,NEC297,1,NEC2971,0.78,24.3,.
2,5071,NEC297,2,NEC2972,0.89,27,.
2,5380,NEC297,3,NEC2973,0.56,19,.
2,4708,NEC298,1,NEC2981,0.78,15.4,.
2,4996,NEC298,2,NEC2982,0.67,22.2,.
2,5219,NEC298,3,NEC2983,0.89,21.8,.
2,4709,NEC299,1,NEC2991,0.56,15.2,.
2,4999,NEC299,2,NEC2992,0.44,23.5,.
2,5284,NEC299,3,NEC2993,0.78,20,.
2,4710,NEC300,1,NEC3001,0.89,21.6,.
2,4944,NEC300,2,NEC3002,1,22.4,.
2,5213,NEC300,3,NEC3003,0.44,18.75,.
2,4711,NEC301,1,NEC3011,0.89,17.14,.
2,4928,NEC301,2,NEC3012,0.89,27.2,.
2,5382,NEC301,3,NEC3013,0.33,23.33,.
2,4712,NEC303,1,NEC3031,1,11.4,.
2,5055,NEC303,2,NEC3032,0.56,16.5,.
2,5165,NEC303,3,NEC3033,0.56,15,.
2,4713,NEC304,1,NEC3041,0.78,23.52,.
2,5047,NEC304,2,NEC3042,0.56,24.8,.
2,5347,NEC304,3,NEC3043,0.89,26.4,.
2,4714,NEC305,1,NEC3051,0.44,17,.
2,4832,NEC305,2,NEC3052,0.78,13.8,.
2,5306,NEC305,3,NEC3053,0.56,18.5,.
2,4715,NEC307,1,NEC3071,0.78,16.2,.
2,4825,NEC307,2,NEC3072,0.44,20.75,.
2,5197,NEC307,3,NEC3073,0.56,14.6,.
2,4716,NEC308,1,NEC3081,1,18.6,.
2,4921,NEC308,2,NEC3082,1,27,.
2,5356,NEC308,3,NEC3083,0.67,20.6,.
2,4717,NEC309,1,NEC3091,0.89,19.2,.
2,4974,NEC309,2,NEC3092,0.67,25,.
2,5381,NEC309,3,NEC3093,0.33,17.67,.
2,4718,NEC310,1,NEC3101,0.67,22.4,.
2,5031,NEC310,2,NEC3102,0.78,23.8,.
2,5351,NEC310,3,NEC3103,0.89,31.6,.
2,4719,NEC311,1,NEC3111,0.78,21.8,.
2,5096,NEC311,2,NEC3112,0.56,23.8,.
2,5186,NEC311,3,NEC3113,0.67,34,.
2,4720,NEC313,1,NEC3131,0.44,15.5,.
2,4899,NEC313,2,NEC3132,0.78,19,.
2,5374,NEC313,3,NEC3133,0.44,16.5,.
2,4721,NEC314,1,NEC3141,0.56,17.7,.
2,4934,NEC314,2,NEC3142,0.56,16.8,.
2,5103,NEC314,3,NEC3143,0.44,22.25,.
2,4722,NEC315,1,NEC3151,0.78,17.4,.
2,5033,NEC315,2,NEC3152,0.89,16.6,.
2,5392,NEC315,3,NEC3153,1,20.6,.
2,4723,NEC316,1,NEC3161,0.56,18.5,.
2,4861,NEC316,2,NEC3162,0.78,18.4,.
2,5340,NEC316,3,NEC3163,0.44,22.5,.
2,4724,NEC320,1,NEC3201,0.67,25,.
2,4813,NEC320,2,NEC3202,0.78,22.8,.
2,5290,NEC320,3,NEC3203,0.56,29.4,.
2,4725,NEC321,1,NEC3211,0.56,18.8,.
2,4951,NEC321,2,NEC3212,0.56,24.2,.
2,5263,NEC321,3,NEC3213,0.67,23.2,.
2,4726,NEC322,1,NEC3221,0.78,15.3,.
2,4847,NEC322,2,NEC3222,0.78,18.2,.
2,5150,NEC322,3,NEC3223,0.56,19.6,.
2,4727,NEC323,1,NEC3231,0.67,20.24,.
2,4841,NEC323,2,NEC3232,0.56,18.8,.
2,5343,NEC323,3,NEC3233,0.44,22,.
2,4728,NEC324,1,NEC3241,0.78,17,.
2,5007,NEC324,2,NEC3242,0.78,15.6,.
2,5331,NEC324,3,NEC3243,0.44,20.5,.
2,4729,NEC325,1,NEC3251,1,18.9,.
2,4806,NEC325,2,NEC3252,0.56,21.8,.
2,5134,NEC325,3,NEC3253,0.56,21.2,.
2,4730,NEC326,1,NEC3261,0.67,12,.
2,4878,NEC326,2,NEC3262,0.56,17,.
2,5315,NEC326,3,NEC3263,0.44,21.5,.
2,4731,NEC327,1,NEC3271,0.67,26.2,.
2,4979,NEC327,2,NEC3272,1,26.2,.
2,5121,NEC327,3,NEC3273,0.89,26.4,.
2,4732,NEC328,1,NEC3281,0.56,16.6,.
2,4826,NEC328,2,NEC3282,0.89,26.4,.
2,5207,NEC328,3,NEC3283,0.67,30,.
2,4733,NEC329,1,NEC3291,0.78,16.9,.
2,5002,NEC329,2,NEC3292,1,27.4,.
2,5148,NEC329,3,NEC3293,0.67,23.6,.
2,4734,NEC330,1,NEC3301,1,17.8,.
2,4941,NEC330,2,NEC3302,0.78,23.6,.
2,5337,NEC330,3,NEC3303,0.89,20.2,.
2,4735,NEC331,1,NEC3311,0.78,19,.
2,5044,NEC331,2,NEC3312,0.78,33.6,.
2,5116,NEC331,3,NEC3313,0.89,29,.
2,4736,NEC332,1,NEC3321,0.89,17.2,.
2,4902,NEC332,2,NEC3322,0.89,23.8,.
2,5292,NEC332,3,NEC3323,0.67,27.2,.
2,4737,NEC333,1,NEC3331,0.56,15.28,.
2,4873,NEC333,2,NEC3332,0.78,13.8,.
2,5227,NEC333,3,NEC3333,0.78,19.8,.
2,4738,NEC334,1,NEC3341,1,12.6,.
2,5080,NEC334,2,NEC3342,1,20,.
2,5138,NEC334,3,NEC3343,0.78,30.2,.
2,4739,NEC335,1,NEC3351,0.78,20.6,.
2,4905,NEC335,2,NEC3352,0.78,24.7,.
2,5378,NEC335,3,NEC3353,0.67,18.4,.
2,4740,NEC336,1,NEC3361,0.89,21.2,.
2,5067,NEC336,2,NEC3362,0.89,27,.
2,5335,NEC336,3,NEC3363,1,30,.
2,4741,NEC337,1,NEC3371,0.89,29.5,.
2,4942,NEC337,2,NEC3372,0.78,12.6,.
2,5399,NEC337,3,NEC3373,0.44,25.5,.
2,4742,NEC338,1,NEC3381,0.44,11.75,.
2,5102,NEC338,2,NEC3382,0.56,16.6,.
2,5273,NEC338,3,NEC3383,0.56,18,.
2,4743,NEC339,1,NEC3391,0.89,28,.
2,4864,NEC339,2,NEC3392,0.78,22.2,.
2,5376,NEC339,3,NEC3393,0.67,18.6,.
2,4744,NEC341,1,NEC3411,1,27.4,.
2,4808,NEC341,2,NEC3412,0.44,30.25,.
2,5295,NEC341,3,NEC3413,1,23.8,.
2,4745,NEC342,1,NEC3421,0.78,20.8,.
2,4799,NEC342,2,NEC3422,0.78,19.2,.
2,5212,NEC342,3,NEC3423,1,34.4,.
2,4746,NEC343,1,NEC3431,0.33,23,.
